gene;value
ZNF827;816
POU4F2;2
EDNRA;812
NR3C2;91
AKR1C6P;0
AKR1C2;30
DPYSL4;200
VENTX;45
ADAM8;1128
ITIH2;3
KIN;412
PIGF;1310
ANKAR;72
INPP1;278
MFSD6;971
RNF144A;1274
ASAP2;3700
ADAM17;2858
FLI1;371
KCNJ1;3
TMEM45B;227
WWC2;553
CENPU;686
ACSL1;1202
SLC25A4;1200
AMN1;646
BICD1;2193
SAV1;870
CCDC122;272
SERP2;102
NBAS;2060
ZNF385D;20
TDO2;363
GUF1;1252
SLC35F4;0
GABRA2;0
SACS;444
CCDC175;90
PABPC3;298
CENPJ;463
FBXO4;288
TMEM267;503
CCL28;413
PARP8;1459
GFRA1;319
CACUL1;2418
DST;955
BEND6;114
TIAL1;3554
BAG3;2107
GLT1D1;14
TMEM132D;0
RBM46;0
ZNF37CP;2
SCHIP1;14
MCHR2;0
KCNE4;394
AP1S3;87
RABGAP1L;665
CCDC74B;126
TLCD4;230
MZT2B;2717
TUBA3E;0
ASTN1;37
CFC1B;0
FAM168B;4666
PTPN14;2444
SMPD4BP;592
MGAT5;3496
TMEM163;208
GPATCH11;581
HSPB8;665
GEMIN6;600
TMEM178A;77
POU4F1;7
OBI1;564
CYSLTR2;82
GRID2;5
11,00 ARL;68
RIT2;0
SETBP1;699
ARL14EP;1082
EPG5;1846
PSTPIP2;1050
ATP5F1A;31554
HAUS1;1043
C18orf25;3511
SPC25;303
G6PC2;0
PDK1;645
PTH;0
PDE3B;160
TCF7L1;289
TGOLN2;11265
SH2D6;1
KCNK13;59
UHMK1;2853
ATG10;10045
POC5;345
SPOCK1;516
FAM151B;24
TADA1;718
GUCY1A2;270
CWF19L2;374
JMY;641
HOMER1;222
XRCC4;170
BOLL;3
ZNF547;56
ZNF773;137
ZNF776;395
ZNF256;164
SUV39H2;377
DCLRE1C;699
OLAH;2
RPP38;819
NMT2;890
ZSCAN1;75
ZNF837;236
USP12;1014
CCDC50;3175
CAMK4;65
TRIM36;80
ZFP36L2;17846
PAN3;1394
PLEKHH2;127
PFKM;1340
TMEM123;6699
GRIA4;2
IGSF10;235
SPEF2;276
SPARCL1;2390
DSPP;1
DMP1;4
MEPE;1
MBNL1;3049
CAPSL;31
NADK2;724
GPD1L;1511
GJA1;3293
CCNO;199
DDX4;2
CLEC4F;27
SLC30A6;2088
PELO;961
RASGRP3;294
SAR1B;942
CATSPER3;11
GPR180;639
TCTEX1D1;10
DNAI4;169
ANKRD22;61
FARP1;11131
IFIT5;581
SLC16A12;5
PANK1;423
PRDM8;48
BMP3;0
HNRNPDL;5333
HHEX;193
UTRN;1355
GRM1;40
PTPRK;1245
GGPS1;518
CNTNAP4;0
ZNF117;390
PART1;1275
RAB3C;1
LMNTD1;0
MARVELD2;614
RAD17;714
MED21;965
PLOD2;1985
STK32B;246
NRSN1;1
JAKMIP1;1
ZIC1;58
ADGRA3;1790
CPB1;14
SREK1IP1;631
LGI2;80
CWC27;371
MR1;493
SRP19;280
CENPH;362
CDYL;1738
CARHSP1;5234
TEKT5;11
BANK1;230
TXNDC11;1564
DAB2;2004
ACMSD;23
ACOXL;182
BCL2L11;1913
ANAPC1;1235
CAST;4935
SCOC;1421
CLGN;164
CETN3;298
SMARCA5;2078
SYCP2L;6
BMP6;1000
RGPD3;14
RASSF3;574
HNRNPU;12992
RANBP2;2382
AHCTF1;1049
MERTK;473
TMEM87B;1656
OR14K1;0
PTPRR;28
NR4A2;1047
CCDC148;48
PLA2R1;513
RBMS1;2836
SCN3A;4
FEZF2;44
CD96;90
SLC25A27;160
ADGRF1;39
ADGRF4;63
FRMD1;7
CYRIB;4838
ASAP1;3580
TRAPPC8;1946
FAM81B;6
LINC00467;351
INO80C;449
LPCAT1;1665
PLEKHG4B;919
NMRAL1;1218
UBALD1;1396
C16orf89;9
TMEM251;399
ING1;722
TEX29;12
SPACA7;0
ADPRHL1;1131
CMTM7;6448
FBXL2;355
UBP1;3831
RMND5A;2523
CD8A;116
RPIA;1311
GOLGA8F;0
PTPRD;254
LURAP1L;117
CNKSR3;103
GTF2E1;567
CFDP1;467
TGIF2LX;0
ZDHHC7;1948
CIBAR2;5
C7orf31;113
TMPRSS11D;0
JAZF1;729
CMIP;4440
SPHKAP;0
KCNJ16;1
PID1;116
TRIP12;4436
FBXO36;215
CEBPG;2032
KCTD15;2409
ZNF599;693
MCOLN2;65
LGI4;15
DDAH1;1173
SREK1;1225
CHD1;492
CLCA3P;1
ANKFN1;3
DGKE;342
HS2ST1;934
MSI2;1340
CACNA2D1;177
ZUP1;128
HS3ST3A1;80
GDPD1;77
NUS1;745
SEMA3D;178
PPP2R5E;1275
ASB17;0
GRAP;146
SLC5A10;165
AK5;125
CABYR;306
IMPACT;1845
ANKRD29;31
SDHAF4;615
CHST9;90
THY1;12423
DNAAF1;286
C16orf74;33
TBCEL;463
JPH3;507
ANKH;2712
OTULIN;699
UBASH3B;325
ROBO4;506
ROBO3;136
PANX3;2
TBRG1;707
NRGN;167
RETREG1;322
CDH12;3
GPR15;2
TOMM70;3517
ABI3BP;63
ANGPT1;90
CYP4Z2P;12
PITPNC1;368
CC2D1B;1243
CERS3;4
PRKCA;1341
LRRK1;2886
CEP112;173
GAL3ST2;285
ABCA9;44
ABCA6;50
ABCA10;6
ABCA5;119
ENPP3;6
C4orf19;120
UCHL1;10053
MIA3;1639
DISP1;357
TNIK;407
TDH;1
FAM167A;123
NEIL2;742
PGM5;107
WNT3A;1
OBSCN;1203
LONRF1;241
TRIM11;1240
ENAH;3197
PPP1R3A;0
CCSAP;431
ASZ1;0
SH3RF1;817
GBP5;205
BUB3;3638
GPR26;0
CCDC173;25
MMP21;50
C10orf90;0
DIPK1A;297
ATP5MC3;10074
CNTNAP3B;4
MAGED4;15
SRSF12;121
PDLIM3;2203
SORBS2;314
ELOC;2171
LY96;122
CEP170P1;4
PSMA8;1
TMSB4Y;0
CXADR;870
BTG3;1978
C21orf91;656
CHODL;260
TMPRSS15;7
NCAM2;73
L3MBTL4;156
PDE1C;32
RABGEF1;450
MRPL39;407
JAM2;218
ATP5PF;3862
GABPA;2006
ADAMTS1;2846
ADAMTS5;428
TSEN2;486
SLFN13;899
WNT7A;1968
XPC;1746
CCDC174;762
FGD5;3208
FLCN;601
DPH3;1062
OXNAD1;420
PLCL2;218
CXXC1;2493
SKA1;917
PPP4R1;2378
APCDD1;2821
PIEZO2;222
CCDC144B;4
MPPE1;568
CCDC144CP;1
USP43;177
RAB6B;1514
EME1;907
EPHB1;50
ACSS1;1708
ANKRD40;2024
ZNF18;156
CA10;1
VOPP1;1852
SEPTIN14;2
APOOL;1579
2,00 DKK;35
CYP2U1;507
RSPH10B;117
FBXL18;539
CNTNAP5;0
PROM2;2287
UNC93B2;5
AK9;120
ODF1;1
KLF10;4428
PTPRN2;66
AZIN1;9340
ATP6V1C1;3350
PIP4P2;261
OTUD6B;736
CDK19;905
GTF3C6;457
TTC39B;232
AGPAT5;2082
MMS19;4126
OR4K1;0
PI4K2A;1474
MARVELD1;3133
ZFYVE27;1467
GOLGA7B;156
GPR78;31
TRMT44;528
SLC25A28;784
HSPA13;1106
SAMSN1;218
USP25;2905
GRAMD2B;508
ZCCHC10;317
C16orf87;192
MOV10;1224
RHOC;2316
PPM1J;162
DBI;2541
SLC16A1;833
HEATR3;402
TRIM74;3
NIFK;2212
OXA1L;3803
SLC7A7;604
MAGEC1;96
LARP1;18152
CNOT8;3211
GRIA1;4
LRGUK;26
SETD9;137
MIER3;936
NUP205;3139
ZKSCAN2;225
C9orf85;276
XAGE2;1
PIK3AP1;500
RBM45;212
TTN;282
VSIG4;1231
PDIA4;8694
KDM8;89
PDZD9;2
OTOA;17
KCTD18;416
FAM126B;327
FLACC1;7
C2CD6;35
TMEM237;391
FZD7;1488
SPAG17;95
DEPTOR;5806
FMN2;26
RNF20;2788
CYLC2;0
PPARGC1B;2024
ELMO1;940
SLC26A2;1521
11,00 LSM;175
MED7;218
SAXO1;4
RRAGA;2349
SLC24A2;11
TRIM42;0
PXYLP1;658
ADCY8;69
RASA2;469
RMND1;380
RAET1L;5
SLA;305
TMBIM4;451
VBP1;1259
RAB39B;233
CLIC2;127
AFF2;738
MICU3;82
GRIP1;173
VPS37A;708
KIF5A;724
NAT2;3
MAGEA8;3
PSD3;266
CARNMT1;775
MCU;1461
MIDEAS;1732
CFAP70;186
GNA14;47
FAM161B;554
GNAQ;3729
WIF1;0
UGT2B4;2
GPR61;5
MMP16;91
ADK;1033
KCNMA1;621
BATF;112
DCK;903
ADAMTS3;38
ALX3;62
DPY19L4;1609
NDUFAF6;862
DRAM2;1123
C8orf37;192
PPEF2;0
CFAP161;23
ADAMTSL3;450
ART3;2
SLC28A1;9
WHAMM;716
CXCL13;12
N6AMT1;325
RWDD2B;1095
USP16;1589
CCT8;7366
MAP3K7CL;123
NAA11;0
BACH1;1063
CLDN17;0
CLDN8;3
TSPAN7;342
TIAM1;1162
SCAF4;1635
RPGR;357
CDK20;751
PCGF6;358
ANKRD9;2753
SFR1;261
SORCS3;5
SFXN2;756
ATP5MPL;4547
FUT6;2
TDRD9;20
FGF18;837
PCDH1;4400
SH3RF2;174
GDF6;46
UQCRB;12052
MTERF3;1176
PTDSS1;6442
PPP2R2B;605
RPL30;77791
KCNS2;11
FAM122C;264
SUPV3L1;1368
FAM122B;1701
EEF1A1;230858
FBXO43;92
HKDC1;431
HK1;4092
TYSND1;1789
PHF6;925
CD109;3073
LRFN2;1
NODAL;1
PRG3;0
UBE2L6;2639
ZDHHC5;7189
MED19;833
ZFAND3;3734
NPTN;6351
KAT6B;1930
SAMD8;527
RAB11FIP1;1254
UNC5D;0
GLYATL2;4
UTP14A;1286
AIFM1;3384
MAPK13;2142
BAG4;581
MS4A1;8
IGKV1OR-2;0
TBC1D31;1105
NTAQ1;1137
ATAD2;3650
FBXO32;2336
NSMCE2;1350
ZNF689;400
PRR14;1129
FBRS;3332
FRRS1;172
PHKG2;936
MFSD14A;43
SASS6;211
COX6A2;0
ITGAD;5
ADGRG4;0
ZIC3;1
MALSU1;1064
VPS8;1564
GALK2;432
LHFPL4;6
B3GNT7;2797
MPV17L;348
BUB1B;611
PDE6D;569
EIF4A2;20025
BRPF1;1730
RPUSD3;1144
SST;590
TATDN2;981
GHRL;32
SEC13;5174
CIBAR1P1;49
EXOG;260
NTAN1;1215
SHCBP1L;1
NMNAT2;4621
ZFYVE9;868
ATP2B2;203
LYZL4;1
SLC6A1;79
SMG1;2977
FCHO2;608
RBPMS;656
TMEM171;4
KLHL40;0
C8A;0
TIMP4;29
SYN2;57
NRG1;53
ODR4;822
CPT2;1637
NECAP2;2713
LRP8;893
CDCP2;2
PAXIP1;1404
STEAP2;1387
SSBP3;6186
HTR5A;0
CLDN12;1496
MMP14;15047
FZD1;3136
GATAD1;2199
SUSD3;3554
ZFHX2-AS1;27
TMED6;7
CLEC18A;42
DHRS4;276
C1orf158;7
CLEC18C;19
ARMC12;6
DDX19B;283
ST3GAL2;963
FCSK;360
IL34;168
DHRS1;556
CACNA1D;269
ARSL;80
KIT;89
HYDIN;192
AASDH;379
ZNF19;129
CACNA2D3;90
RNF111;1388
CCNB2;3246
FAM81A;183
MYO1E;1819
APPL1;2513
PWWP3B;32
AFAP1L1;222
TSC22D3;1051
VPS26C;1790
DYRK1A;2288
KCNJ6;8
KCNJ15;41
ERG;276
ETS2;1252
TSPAN18;872
LCA5L;133
SLC35B2;3068
TMEM164;2508
MX1;1114
CREB3L1;1654
C2CD2;574
TAB3;1300
SLC38A10;4214
C9orf43;579
PALM2AKAP2;3035
ZNF618;2409
DGKI;60
TMEM268;634
SVOPL;694
SNX22;8764
UBN2;971
BRAF;1155
SLC34A2;80759
ACAN;87
PSMG3;580
CABP1;10
WDR19;685
SLC37A3;1505
AP3S2;1052
FMNL2;3238
GAREM2;207
SPPL3;2871
DPYSL5;18
DRC1;17
RAB28;494
PRXL2B;1615
TNFRSF14;665
PANK4;849
CIB4;0
MEGF11;69
C12orf43;562
PEX10;2995
RER1;5829
RADIL;49
SKI;6285
WIPI2;2328
SSX8P;4
LDLRAP1;1488
AGAP1;2414
KRTCAP3;1049
ANKRD61;2
PAFAH2;1045
EXTL1;127
SLC30A2;57
BABAM2;1547
TRIM63;2
CFAP251;396
MRPL17;1170
DUSP2;700
GRHL3;360
UBXN11;2823
NLRP14;1
PTPDC1;504
GALNT14;849
NCK1;1551
HPD;29
RHPN1;1406
TPRG1L;3209
LRRC43;47
PRXL2C;773
XDH;446
XKR8;381
CNNM4;1167
EYA3;1631
DZIP1L;150
TMSB15A;63
FANCC;617
MRAS;1590
WASF2;11876
ABHD3;344
ESYT3;215
FAIM;399
TENT5B;89
CLSTN2;2235
COLEC12;1149
RNF207;478
CUL4B;2496
GPR153;1502
SLC13A3;225
GPRASP2;190
RHBDL2;125
AUTS2;3000
SHROOM4;263
H2BC5;908
CDC25C;417
H4C8;266
MITD1;699
EIF5B;5308
RIBC1;139
TMSB15B;9
CATIP;49
CNOT11;1738
KCNB1;627
TSPAN33;922
NRG2;41
AHCYL2;772
B4GALT5;11044
CD1D;26
CD1A;16
SPATA2;1149
CD1C;24
SNX29P1;0
FAM86C1P;322
CD1B;8
DNAH3;74
CD1E;41
HMHB1;0
CPA2;8
NCF1;87
CPA5;6
TSR2;2090
PPP1R9A;1003
ZC3H18;2867
ZFAND2B;849
POM121L2;2
GDPD5;967
DYNC1I1;37
PFKFB1;14
ALAS2;4
TMED4;3159
PPP1R15B;1706
COPG2;2145
EMSY;1319
PAGE5;0
GPAT4;1992
PKD1L1;73
ZSCAN12;260
TAGLN2;29958
ELK4;917
SLAMF8;554
SLC45A3;207
DUSP23;2241
RNF166;1028
OR10J6P;0
NBL1;6718
HTR6;12
ITLN2;0
F11R;3373
USF1;991
PLA2G2F;0
SPATA2L;569
NIT1;1380
DEDD;1901
ZNF276;1050
NPM2;6
EDA;188
FGF17;8
VWA5B1;3
CDA;88
PINK1;1817
B4GALT3;1558
DMTN;780
ADAMTS4;721
FAM160B2;1239
NDUFS2;3835
SLC5A11;9
FCER1G;2190
APOA2;0
TOMM40L;508
MPZ;45
WFDC8;37
CCAR2;3121
WNT9B;12
CACHD1;848
CDC42SE2;1210
RAPGEF6;161
EPB41;1620
MIS18A;706
ALG8;1662
FBXW5;6661
CFAP298;285
SYNJ1;309
PAXBP1;636
IFNAR2;395
MRPL10;2515
IFNGR2;3440
GART;3340
SON;7410
DONSON;1048
SV2A;645
LAD1;1452
STC1;977
TNNI1;77
CSRP1;14310
PRAC1;0
HOXB13;0
ATP5POP1;1
C1QC;6632
KCNE2;20
ATP5MC1;4399
RCAN1;889
UBE2Z;5530
CIART;620
SNF8;1956
CLIC6;179
CCDC24;545
RUNX1;4974
IGF2BP1;7
GIP;1
CBR1;2496
CBR3;65
AC005041.1;22
TUBBP5;356
GJD2;0
ACTC1;4
MORC3;674
CHAF1B;471
CLDN14;15
SIM2;89
HLCS;1367
GOLGA6A;0
SCUBE1;9
ARHGAP27;1485
ADPGK;2327
PTMS;14286
PLA2G4D;1
PADI4;3
ADIPOR1;4878
CYB5R1;1025
PSMD4;4974
ATP13A2;2274
M1AP;305
PSMB4;9112
IRX6;21
BTG2;2106
CES5A;0
HK2;864
C1R;6750
CELF3;3
ALDH4A1;690
STARD9;169
THEM4;574
TCHH;7
LCE2B;0
UBR1;368
AMFR;2627
MED8;1401
TGM7;2
RGL4;97
SPRR2G;0
PGLYRP3;1
ISL2;33
RSPRY1;611
CCDC17;16
GPBP1L1;3437
NAE1;2000
TMEM69;1579
ADGRG5;14
DRC7;10
ACE;493
TEPP;19
UROC1;1
EFCAB14;6468
SPON2;1478
CHCHD6;492
CTBP1;6949
LRRC36;35
ANKRD18CP;0
TPPP3;683
ZDHHC1;742
ATP6V0D1;2761
AGRP;2
ZFYVE28;439
CARMIL2;87
C16orf86;64
PIP;0
FAM131B;161
RGS12;1120
PSKH1;1316
ZYX;21905
ABR;1444
TCAF2P1;8
LYPD5;27
CCDC117;1631
ZNF230;124
CCDC107;405
ZNF222;38
2,00 NPR;394
ZNF890P;0
ZNF221;7
ZNF233;57
ZNF235;172
GNE;439
TNFRSF13C;32
OR3A3;0
ARHGAP35;3170
PTGIR;141
CALM3;5205
DFFA;3682
CCDC28B;279
IQCC;218
TMEM234;345
BSDC1;3980
ZBTB8A;324
ATAD3B;645
SSU72;7244
UBE2J2;2067
ZNF362;2766
FNDC5;59
CPAMD8;198
NR2F6;3223
ANKLE1;31
CCDC58;1074
VMA21;1994
KALRN;1457
CILP2;864
FAM86C2P;214
ABCG1;1167
TFF3;11
TFF2;16
TFF1;3
TMPRSS3;3252
UBASH3A;23
RSPH1;320
SLC37A1;823
PDE9A;789
WDR4;423
NDUFV3;2076
PKNOX1;1386
CBS;115
U2AF1;48
CRYAA;1
HSF2BP;60
RRP1B;2038
PDXK;6130
G6PD;2121
CSTB;4065
RRP1;1258
AGPAT3;3290
TRAPPC10;1261
GAB3;128
GATD3A;43
ICOSLG;29
AIRE;0
CFAP410;415
ZNF66;85
LRRC3;178
ITGB2;5282
FAM207A;797
RALGDS;355
FTCD;2
SPATC1L;89
LSS;1783
VAV2;3817
MCM3AP;2434
C21orf58;455
PCNT;1210
DIP2A;1055
S100B;14
PRMT2;2325
CLDND2;15
ZNF208;406
ADAMTS13;426
CACFD1;1734
SLC2A6;1161
ZNF761;287
FCN2;1
C9orf116;942
LCN1;41
ZNF714;355
GPSM1;1079
C19orf47;613
HIPK4;21
CFAP157;2504
TOR2A;985
ST6GALNAC6;13
SHKBP1;6106
RDH13;687
ZER1;5550
ZDHHC12;3470
PKN3;866
SPTBN4;126
BRSK1;138
COX6B2;9
TMEM190;9
NLRP4;1
PLPP7;30
TAOK1;1699
MED27;1464
DEDD2;569
SIK3;1229
MPZL3;196
JAML;134
NEK8;241
TLCD1;345
PCSK7;6112
SAFB;1945
CD3G;39
S100A1;2203
CHTOP;3778
CXCR5;2331
ZBTB7B;2752
FLAD1;2228
SHC1;4408
VPS11;1015
NLRX1;733
ADAR;13904
IL6R;534
UBE2Q1;3788
CHRNB2;26
CRTC2;2808
ANO10;624
FDPS;5545
RUSC1;2148
GBAP1;98
FAM189B;2516
PAQR6;57
PMF1;935
SLC25A44;1777
LMNA;14548
CCR5;136
NBEAL2;2533
CCDC12;1095
PTH1R;61
UBQLN4;2370
MYL3;29
PPP1R35;1633
GPATCH4;975
LRRC71;2
FCRL3;10
AZGP1;4
FGFR4;39
CYP3A4;4
CYP3A7;1
NACC1;7910
CYP11B1;2
HK3;88
LY6K;20
IER2;4077
ZNF394;1204
CPSF4;1251
LY6E;36944
VPS28;7582
TONSL;2234
PTGER1;56
PWWP3A;754
RECQL4;1994
LRRC14;3374
ZNF333;457
COL26A1;826
PPP1R16A;5098
FOXH1;708
ORAI2;2168
ALKBH4;621
CCDC105;1
SH2B2;646
MRNIP;6736
SQSTM1;15031
MGAT4B;6561
RPL8;149925
MAML1;1916
PGLYRP2;4
LRWD1;1047
FBXL13;102
NAPEPLD;1361
SCGB3A1;44
PSMC2;4442
CELF5;112
MFSD12;2358
AC008132.1;4
AC007663.1;10
USP41;4
TUBA3FP;9
YDJC;2037
CCDC116;5
DVL3;11219
AP2M1;27475
ABCF3;2468
PCYT1A;2681
FBXO27;319
DMKN;1550
U2AF1L4;159
BDH1;978
NPHS1;5
THAP8;829
COX7A1;48
ZNF382;533
LRRC56;94
PLXDC1;816
PGAP3;1154
IKZF3;95
GRIN2C;12
FDXR;485
SAP30BP;1419
ACOX1;1742
PRPSAP1;1145
CYGB;320
SRSF2;8221
ZNF577;173
TMEM143;318
KLHL10;13
KASH5;3
HCRT;0
ALDH16A1;389
DCD;0
ITGA5;3861
SIGLEC11;16
ZNF385A;1073
SIGLEC16;32
MPP3;108
CD300LG;1
IZUMO2;0
NAGS;227
12,00 LSM;785
ASB16;121
EMC10;4833
JOSD2;491
SHANK1;505
FAM171A2;737
DBF4B;521
PLCD3;8695
FMNL3;3373
AQP5;1194
RACGAP1;2536
OR7G1;0
LARP4;1481
TAMALIN;164
RAVER1;2752
KRT84;1
KRT82;0
SYCE2;99
SPC24;1113
IP6K3;124
LEMD2;2239
ALOX15;0
TREML1;16
ADCY10P1;37
ZNF653;239
MED11;506
CXCL16;3435
SCIMP;140
RNASEK-C17orf49;1
BCL6B;365
ASGR2;14
TNFSF13;272
SENP3;368
FGF11;6
EIF4A1;51
RPL26;2632
CCDC42;0
POLR3K;395
SNRNP25;583
PRR35;1
WDR90;840
JMJD8;3182
CCDC78;85
MSLNL;127
SSTR5;0
SPSB3;1331
MEIOB;12
HS3ST6;21
TEDC2;122
CCNF;686
TBC1D24;269
AMDHD2;448
NTN3;8
BICDL2;296
PAQR4;819
FLYWCH2;603
ZG16B;17
ZNF75A;327
ADCY9;794
SHANK2;407
CLPB;1858
NEU3;520
CYB561A3;2323
PPP1R32;46
ASRGL1;7846
GNG3;104
UBXN1;3757
LBHD1;674
TTC9C;837
TAF6L;768
NXF1;2730
STX5;2966
SLC25A45;162
RPL29;49262
ITIH3;20
SYVN1;3885
ZFPL1;2617
RPS6KA4;1865
LRP5;4626
TPCN2;302
FGF19;2
CYP4A22;8
PDZK1IP1;3388
TAL1;23
CMPK1;2263
BEND5;161
ELAVL4;7
COA7;980
ZYG11B;963
SLC1A7;7
CZIB;1423
MAGOH;1489
ACOT11;375
FAM151A;113
PARS2;824
LEXM;13
BSND;15
USP24;1671
PLPP3;1147
NOL9;1096
PRKAA2;199
KLHL21;1920
ZSWIM5;99
GMEB1;719
SLC45A1;84
SELENON;7326
AK4;4448
JAK1;4622
RAVER2;888
CTRC;2
LZIC;1854
RBP7;60
KNCN;0
FBLIM1;2903
TMEM82;2
SLC25A34;64
AKR7A3;41
DRAXIN;38
PDPN;1587
LRRC38;0
DHRS3;2208
MATN1;38
LAPTM5;9001
SDC3;4552
PEF1;3184
SYNC;2415
RBBP4;7704
KIAA1522;16909
TSSK3;73
TMCO4;1244
UBXN10;799
CAMK2N1;414
ALPL;378
WNT4;15
TTLL10;15
SCNN1D;248
MXRA8;4081
FAAP20;3034
MEGF6;783
CCDC27;114
IL23R;1
DIRAS3;331
C1orf87;5
NFIA;3016
OMA1;692
MYSM1;663
TM2D1;1202
USP1;2635
FUBP1;1741
NEXN;281
DNAJB4;348
ADGRL4;413
LRRIQ3;12
LRRC53;0
TYW3;94
LHX8;1
SNX7;507
B3GALT2;26
NTNG1;21
FAM102B;272
HENMT1;223
AKNAD1;1
C1orf52;275
DNAI3;6
GBP2;1078
ATXN7L2;154
GBP4;449
ZNF326;720
HFM1;6
BRINP3;0
GFI1;14
LSP1P3;1
KCNT2;45
AGL;452
VCAM1;1265
EXTL2;371
SLC30A7;861
DNAJA1P5;2
ZNF281;1054
ARPC5;9624
CADM3;1667
NLRP3;161
ZNF496;1735
TRIM58;820
SLAMF9;9
OR2M5;0
KCNJ9;2
IGSF8;2634
DDR2;1218
PEA15;23917
PEX19;2327
NCSTN;4774
VANGL2;1442
SLAMF6;41
OLFML2B;2680
FCRLB;39
FCGR3B;4
SLC9C2;12
KLHDC9;386
C1orf74;204
LMX1A;2
LRRC52;0
FLVCR1;522
FAM71A;0
ATF3;905
RBM15;230
DENND2D;842
AXDND1;4
TDRD5;25
IER5;952
SNED1;1066
BPNT1;722
SPATA17;87
C1orf115;218
BROX;1684
NBPF20;56
ACP6;894
MT2P1;9
WDR64;2
KIF26B;1661
TFB2M;775
CNST;762
PPP1R21;1119
KLHDC8A;264
PM20D1;6
PKDCC;173
OXER1;11
HAAO;53
B3GALNT2;759
C1orf147;63
MAPKAPK2;3335
IL20;0
IL24;33
FCMR;122
PIGR;7
FCAMR;0
CAPN2;9056
MRPL55;926
OBSCN-AS1;99
WDR26;3583
REL;168
PUS10;186
PEX13;925
KIAA1841;305
TRIM17;145
RFTN2;109
DISC1;140
LINC01931;0
CAPN13;107
LRRTM1;388
MEMO1;166
DPY30;2437
TYW5;254
MAIP1;297
KCNF1;232
SLC66A3;2119
ARL5A;1093
LRATD1;320
KCNJ3;1
NEUROD1;0
CLHC1;218
PRORSD1P;22
FRZB;199
DUSP19;73
CFAP36;1395
NUP35;362
CCDC138;332
ZSWIM2;0
FBXO41;1085
ALMS1P1;16
ACTG2;2256
WDCP;315
SMC6;781
VSNL1;107
CCDC74A;705
H3-3A;3885
ANKRD30BL;2
COQ8A;14
SLC16A14;117
TEKT4;8
EN1;9
SGCB;1451
SPATA18;179
NOSTRIN;47
CFAP221;37
CCDC140;0
SGPP2;3088
INHBB;1000
XIRP2;0
BBS5;122
BIRC8;1
SMARCAD1;949
HPGDS;81
PDLIM5;2338
PDHA2;0
STPG2;1
NEURL3;33
RPRD2;4104
ANKRD23;309
CTSS;1977
MSX1;147
PACRGL;759
BNIPL;123
C1QTNF7;75
TNFAIP8L2;95
LYSMD1;457
SCNM1;1077
TMOD4;30
VPS72;3350
ERCC3;2153
RNF149;1583
IWS1;1682
BOLA3;687
CDC42EP3;2533
S100A11;12499
LCE3D;0
SMCP;0
IVL;2
SPRR3;3
DHX57;1219
SPRR2D;1
BMP10;0
PGLYRP4;6
ARHGAP25;328
S100A9;539
S100A12;1
TGFA;1055
TDRD10;5
CCNYL1;369
FZD5;399
CRYGC;0
DCAF16;1772
C1orf189;5
NPPC;5
GNPDA2;635
ALPP;83
GABRG1;0
ALPG;48
GABRB1;0
PAQR3;1160
NIPAL1;113
ALPI;2
ANTXR2;758
HELQ;248
MRPS18C;739
CGGBP1;3716
ABRAXAS1;721
GPR155;206
DAPL1;736
PMVK;1385
PBXIP1;2440
CLDN1;5627
PYGO2;3274
HIPK1;1271
LENEP;1
DCST2;51
DCST1;22
COL6A3;29564
INAVA;792
LINC01116;644
YY1AP1;2539
KBTBD8;38
TAFA4;2
EOGT;410
LMOD3;35
NAXE;5475
POGLUT1;795
SLC22A15;45
CCKAR;1
IGFN1;0
ATP1A1;17623
SLC15A2;268
EIF4E3;1930
PROK2;589
TEX55;0
LRRC58;2384
FSTL1;6805
LMOD1;431
ELF3;8150
PDCL2;2
TMEM183A;1917
TMEM169;229
IGFBP7;15962
TRIM46;116
KRTCAP2;80
CXCR1;3
ARPC2;13568
TSACC;159
CCT3;14277
TMEM79;1028
SSR2;11320
RNF25;1292
STK36;952
ADORA1;466
NEK10;11
CCDC141;2
FEV;5
CRYBA2;1
IHH;2
CIP2A;425
EOMES;35
CWC22;823
AZI2;1189
TGFBR2;3005
RETNLB;0
ANKZF1;1649
HDAC11;732
FCRL4;0
TRAT1;17
FBLN2;1204
GLB1L;309
STT3B;5009
CHCHD4;1159
DPPA2;5
NFASC;1206
FCRL1;1
SGO2;319
SERPINI1;50
CLASP2;1332
SUCLG1;4517
NUAK2;3062
SPTA1;2
PRKCI;6482
MNDA;203
PYHIN1;11
IFI16;3111
AIM2;6
EFHB;28
EIF5A2;255
SLC2A2;0
RPL22L1;766
FABP1;3
PPM1L;155
ICA1L;153
SNHG16;5912
CTLA4;9
ICOS;15
RYBP;2066
PPP4R2;2994
CD200R1;44
GTPBP8;321
NEPRO;2150
SPICE1;143
FAM86KP;2
CCDC191;351
CADPS;21
NKX6-1;8
CDS1;874
WDFY3;1133
COX18;357
PTPN13;355
SYNPR;9
ALB;16
C3orf49;14
C4orf36;6
THOC7;2182
ATXN7;1315
PSMD6;2743
PRICKLE2;344
ADAMTS9;1277
PPM1K;179
ERICH6;15
CLRN1;2
GMPS;3586
TIPARP;645
CCNL1;1890
PTX3;135
HESX1;36
DCLK3;28
SLMAP;1584
RPL9;36598
SMIM14;2549
RPP14;464
ABHD6;214
DNASE1L3;0
CFAP20DC;76
RBM47;4607
APBB2;1183
IL17RE;188
IL17RC;678
CRELD1;170
